گروه,رتبه,نام_استراتژی,تعداد_تکرار,تعداد_سود,تعداد_ضرر,وین‌ریت_(%),میانگین_بازده_(%),بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_down_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_down_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_down_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0094746210761925,2018-09-26,2023-01-31,175,1589
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_down_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0025574223337245,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0015705524634094,2020-06-10,2025-10-28,238,1967
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_trending_up_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0025574223337245,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.0149353125060764,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,2,2,50.0,0.013004019789734,2018-01-31,2018-07-31,182,182
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.0149353125060764,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),90,42,48,46.666666666666664,0.001406484089845,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0013427684251056,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),90,42,48,46.666666666666664,0.001406484089845,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0014992262074276003,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),65,32,33,49.23076923076923,0.0005941734482036,2018-06-13,2026-06-16,2926,2926
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_30.0_simple_hybrid_none_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0014992262074276003,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),3,2,1,66.66666666666666,0.0136389452332653,2018-10-11,2023-01-11,93,1554
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0094746210761925,2018-09-26,2023-01-31,175,1589
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_down_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0134333365987457,2018-10-10,2023-01-17,131,1561
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0027365205905936,2020-07-14,2025-10-23,169,1928
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0025574223337245,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0015705524634094,2020-06-10,2025-10-28,238,1967
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_trending_up_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,1,4,20.0,-0.0025574223337245,2020-07-10,2025-11-24,205,1964
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.014578047790965,2018-01-12,2018-08-09,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.0149353125060764,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,2,2,50.0,0.013004019789734,2018-01-31,2018-07-31,182,182
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),7,4,3,57.14285714285714,0.0149353125060764,2018-01-11,2018-08-08,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),90,42,48,46.666666666666664,0.001406484089845,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0013427684251056,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),90,42,48,46.666666666666664,0.001406484089845,2018-07-12,2026-05-31,2881,2881
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0014992262074276003,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),65,32,33,49.23076923076923,0.0005941734482036,2018-06-13,2026-06-16,2926,2926
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__post_5.0_simple_hybrid_none_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),91,42,49,46.15384615384615,0.0014992262074276003,2018-07-11,2026-05-31,2882,2882
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__pre_5.0_simple_hybrid_none_trending_down_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,3,1,75.0,0.0094746210761925,2018-09-27,2023-02-01,175,1589
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__pre_5.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),5,0,5,0.0,-0.0017992627673074,2020-06-11,2025-10-29,238,1967
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__pre_5.0_simple_hybrid_none_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),4,2,2,50.0,0.0131895485466915,2018-02-01,2018-08-01,182,182
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT__pre_5.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT+XRPUSDT),65,30,35,46.15384615384615,0.0005854156024313,2018-06-14,2026-06-17,2926,2926
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT__none_0_simple_hybrid_none_trending_down_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT),3,1,2,33.33333333333333,-0.0039247311827956,2018-11-01,2023-01-31,92,1553
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT__none_0_simple_hybrid_none_trending_up_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT),3,1,2,33.33333333333333,-0.0034651817716333,2023-08-01,2025-09-30,92,792
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT__none_0_simple_hybrid_none_unknown_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT),6,4,2,66.66666666666666,0.0036153153017476,2018-02-01,2018-07-31,181,181
BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT__none_0_simple_hybrid_none_volatile_none,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+SOLUSDT),92,43,49,46.73913043478261,0.0015879409283401,2018-08-01,2026-05-31,2800,2861
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_trending_down_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),8,7,1,87.5,0.0257526106933997,2018-10-23,2023-01-19,80,1550
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_trending_down_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),2,0,2,0.0,-0.031875,2018-11-12,2023-01-09,20,1520
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_trending_up_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),8,4,4,50.0,0.0104072929127442,2020-07-14,2025-10-05,80,1910
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_trending_up_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),4,1,3,25.0,-0.0020833333333332,2023-07-29,2025-09-25,40,790
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_unknown_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),20,10,10,50.0,0.0269785289522499,2017-12-27,2018-07-24,200,210
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_unknown_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),14,4,10,28.57142857142857,-0.0043061224489795,2018-02-05,2018-07-24,140,170
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_volatile_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),284,130,154,45.774647887323944,0.000875023276996,2018-07-15,2026-06-02,2840,2880
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__10_0_simple_hybrid_none_volatile_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),219,75,144,34.24657534246575,0.0002053839108632,2018-08-04,2026-06-02,2190,2860
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_trending_down_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),5,4,1,80.0,0.0130806268666732,2018-10-23,2023-01-14,75,1545
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_trending_down_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),3,0,3,0.0,-0.0230864197530863,2018-10-23,2023-01-14,45,1545
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_trending_up_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),7,3,4,42.857142857142854,0.0101837140276167,2020-07-14,2025-10-15,105,1920
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_trending_up_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),3,1,2,33.33333333333333,0.0002962962962963,2023-07-29,2025-09-30,45,795
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_unknown_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),14,7,7,50.0,0.0206896148992592,2017-12-27,2018-07-24,210,210
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_unknown_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),11,4,7,36.36363636363637,-0.0033850408850406998,2018-01-26,2018-07-24,165,180
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_volatile_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),191,90,101,47.12041884816754,0.0005151723796838,2018-07-10,2026-06-12,2865,2895
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__15_0_simple_hybrid_none_volatile_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),169,63,106,37.278106508875744,0.0008541875097738999,2018-08-09,2026-06-12,2535,2865
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__30_0_simple_hybrid_none_trending_down_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),4,4,0,100.0,0.008392462047803,2018-10-23,2023-01-29,120,1560
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__30_0_simple_hybrid_none_trending_down_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),2,0,2,0.0,-0.0098148148148145,2018-10-23,2023-01-29,60,1560
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__30_0_simple_hybrid_none_trending_up_fixed,1,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),5,3,2,60.0,0.0031464112388250006,2020-07-14,2025-10-15,150,1920
BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT__30_0_simple_hybrid_none_trending_up_fixed,2,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_LadFib_BufOn_1h (BTCUSDT+ETHUSDT+PAXGUSDT+XRPUSDT),3,1,2,33.33333333333333,-0.0003703703703703,2023-07-29,2025-10-15,90,810
